"zpid","county","propertyTaxRate","timeOnZillowDays","yearBuilt","annualHomeownersInsurance","monthlyHoaFee","favoriteCount","pageViewCount"
60103280,"Tolland County",2.06,229,1963,1638,NA,0,10
174079302,"Hartford County",2.16,229,1959,1680,NA,0,23
174450201,"New Haven County",2.13,229,1987,1659,475,0,8
174495611,"New Haven County",2.13,229,1965,1642,NA,0,3
333747109,"New Haven County",2.13,229,2020,1634,230,0,3
339526796,"Hartford County",2.16,229,1969,1617,NA,0,4
2055844444,"Fairfield County",1.69,229,1985,1638,334,0,7
57693851,"Hartford County",2.16,230,1957,1625,NA,0,11
59054101,"Hartford County",2.16,230,1969,1613,NA,0,5
174434920,"New Haven County",2.13,230,1950,1607,NA,0,37
174442498,"New Haven County",2.13,230,1968,1659,NA,0,7
57699918,"Hartford County",2.16,231,1964,1604,NA,0,6
57812616,"Litchfield County",1.78,231,1831,1659,NA,0,8
58033019,"New Haven County",2.13,231,1977,1617,NA,0,7
58094851,"Tolland County",2.06,231,1980,1638,NA,0,12
58831610,"Fairfield County",1.69,231,1916,1596,NA,0,2
64946836,"Hartford County",2.16,231,2004,1617,340,0,10
2056912767,"Hartford County",2.16,231,2004,1617,741,0,2
57821071,"Litchfield County",1.78,232,1987,1670,NA,0,4
57952657,"New Haven County",2.13,5,1959,1722,NA,0,60
58805202,"Fairfield County",1.69,5,1982,1743,386,0,33
174070817,"Hartford County",2.16,5,1952,1691,NA,2,70
174078918,"Hartford County",2.16,5,1956,1701,NA,0,31
174140177,"Hartford County",2.16,5,1957,1722,NA,0,20
174433611,"New Haven County",2.13,5,1959,1680,NA,1,62
174440598,"New Haven County",2.13,5,1956,1743,NA,2,89
177310815,"Fairfield County",1.69,5,1800,1743,NA,0,8
350104571,"New Haven County",2.13,5,1986,1722,569,0,40
57833259,"Litchfield County",1.78,6,1949,1680,NA,0,18
58965916,"New London County",1.66,6,1998,1747,NA,1,92
177324662,"Fairfield County",1.69,6,1920,1722,NA,0,33
57691566,"Hartford County",2.16,7,1970,1680,NA,1,73
58061883,"New London County",1.66,7,1793,1680,NA,1,17
58993664,"Tolland County",2.06,7,1974,1680,NA,0,56
58969486,"New London County",1.66,8,1985,1680,NA,0,42
177203241,"Fairfield County",1.69,8,1976,1722,834,0,20
57816837,"Litchfield County",1.78,9,1997,1743,NA,1,66
58094285,"Tolland County",2.06,9,1940,1722,NA,0,36
59024895,"Hartford County",2.16,9,1948,1730,NA,0,55
2057401545,"Hartford County",2.16,9,2004,1722,410,29,663
84635433,"New Haven County",2.13,11,1880,1701,599,0,43
57235744,"Fairfield County",1.69,12,1936,1680,NA,0,36
57268204,"Fairfield County",1.69,12,1955,1739,NA,0,22
57395037,"Fairfield County",1.69,12,1930,1680,NA,1,65
57703184,"Hartford County",2.16,12,1987,1743,NA,1,36
57793148,"Hartford County",2.16,12,1975,1701,NA,2,95
58773383,"Fairfield County",1.69,12,1943,1722,NA,1,63
58907399,"New Haven County",2.13,12,1970,1680,NA,0,48
59077125,"Hartford County",2.16,12,1991,1680,NA,0,89
348245273,"Hartford County",2.16,12,1990,1764,335,0,26
57241412,"Fairfield County",1.69,13,1934,1754,NA,0,79
57932398,"New Haven County",2.13,13,1925,1680,NA,2,142
57974849,"New Haven County",2.13,13,1958,1722,NA,0,58
58789612,"Fairfield County",1.69,13,1956,1743,NA,0,49
59030478,"Hartford County",2.16,13,1948,1726,NA,0,131
60019268,"New Haven County",2.13,13,1954,1726,NA,0,47
174060783,"Hartford County",2.16,13,1982,1743,NA,1,109
174506806,"New Haven County",2.13,13,1942,1691,NA,0,52
347637102,"Fairfield County",1.69,13,1986,1680,342,0,45
58854682,"Middlesex County",1.9,14,1983,1680,NA,0,53
58857320,"Litchfield County",1.78,14,1987,1743,NA,0,78
177229003,"Fairfield County",1.69,14,1990,1680,539,0,27
333569573,"Tolland County",2.06,14,2011,1722,NA,0,38
57250432,"Fairfield County",1.69,15,1950,1680,NA,0,44
57252599,"Fairfield County",1.69,15,1942,1680,NA,0,56
58090503,"New London County",1.66,15,1955,1701,NA,1,39
2056913078,"Hartford County",2.16,15,2005,1680,470,0,20
57820159,"Litchfield County",1.78,19,1962,1680,NA,0,67
57895353,"New Haven County",2.13,19,1945,1722,NA,0,90
58064137,"New London County",1.66,19,2021,1760,NA,2,34
58092930,"New London County",1.66,19,1952,1701,NA,0,56
60007019,"Hartford County",2.16,19,1969,1722,NA,0,96
174068033,"Hartford County",2.16,19,1874,1701,NA,0,34
174440781,"New Haven County",2.13,19,1968,1722,NA,0,39
174443173,"New Haven County",2.13,19,1959,1701,NA,2,110
174446210,"New Haven County",2.13,19,1958,1743,NA,1,88
174449030,"New Haven County",2.13,19,1940,1680,NA,0,35
200430463,"Middlesex County",1.9,19,2000,1762,NA,1,53
57905702,"New Haven County",2.13,20,1997,1701,NA,2,67
57949432,"New Haven County",2.13,20,1954,1733,NA,0,96
58045338,"New London County",1.66,20,1960,1722,NA,0,110
58161293,"Hartford County",2.16,20,1961,1680,NA,2,159
58970067,"New London County",1.66,20,1990,1680,NA,0,57
174066895,"Hartford County",2.16,20,1968,1737,NA,2,147
177205736,"Fairfield County",1.69,20,1969,1680,1095,0,39
57355380,"Fairfield County",1.69,21,1939,1722,NA,0,89
57776655,"Hartford County",2.16,21,1949,1751,NA,0,145
57998235,"New Haven County",2.13,21,1910,1684,NA,1,65
2076270419,"New London County",1.66,22,2005,1680,NA,4,124
57232619,"Fairfield County",1.69,23,1972,1680,NA,0,48
58834876,"Fairfield County",1.69,23,1930,1680,NA,0,40
174065250,"Hartford County",2.16,23,1959,1701,NA,1,195
174079718,"Hartford County",2.16,23,1953,1756,NA,4,128
57719898,"Hartford County",2.16,26,1964,1743,NA,0,81
57853537,"Middlesex County",1.9,26,1972,1701,NA,0,82
58825483,"Fairfield County",1.69,26,1960,1680,NA,0,82
60009825,"Hartford County",2.16,26,1973,1701,NA,1,204
177205739,"Fairfield County",1.69,26,1969,1697,896,0,88
197804695,"Litchfield County",1.78,26,1949,1743,NA,0,101
2053503073,"Hartford County",2.16,26,2023,1764,310,0,41
57317279,"Fairfield County",1.69,27,1977,1722,NA,8,183
58965466,"New London County",1.66,27,2023,1764,NA,0,22
61307122,"Hartford County",2.16,27,1960,1743,NA,0,175
58993913,"Tolland County",2.06,28,1975,1722,NA,0,88
59002267,"Tolland County",2.06,28,1956,1712,NA,3,156
60005214,"Hartford County",2.16,28,1940,1691,NA,2,43
197815954,"Litchfield County",1.78,28,1962,1701,NA,0,83
57789220,"Hartford County",2.16,29,1963,1730,NA,1,132
57902484,"New Haven County",2.13,29,1986,1714,457,1,80
58776805,"Fairfield County",1.69,29,1972,1722,NA,1,53
58955567,"New Haven County",2.13,29,1952,1681,NA,0,89
59025003,"Hartford County",2.16,29,1968,1705,NA,2,82
346954664,"Hartford County",2.16,29,1985,1680,355,5,82
2063620375,"New London County",1.66,29,2008,1743,366,0,60
2076280422,"Fairfield County",1.69,30,1982,1680,460,1,207
57775170,"Hartford County",2.16,33,1941,1722,NA,3,167
57833797,"Litchfield County",1.78,33,1955,1722,NA,4,65
57844125,"Middlesex County",1.9,33,1947,1705,NA,0,54
57847263,"Middlesex County",1.9,33,1951,1712,NA,1,83
57924668,"New Haven County",2.13,33,1955,1743,NA,0,67
57975148,"New Haven County",2.13,33,1917,1714,NA,0,60
58771955,"Fairfield County",1.69,33,1972,1743,NA,0,53
174069760,"Hartford County",2.16,33,1957,1693,NA,1,92
197792901,"Litchfield County",1.78,33,1970,1743,NA,2,101
210144327,"Windham County",1.69,33,1991,1722,NA,1,93
57964888,"New Haven County",2.13,34,2018,1680,512,0,4
174497717,"New Haven County",2.13,34,1942,1722,NA,1,94
241170743,"Hartford County",2.16,34,1965,1680,NA,0,67
57914334,"New Haven County",2.13,35,1960,1701,NA,1,62
57926291,"New Haven County",2.13,35,1969,1743,NA,1,50
57945914,"New Haven County",2.13,35,1918,1722,NA,0,32
57950072,"New Haven County",2.13,35,1965,1680,NA,0,59
58774177,"Fairfield County",1.69,35,1960,1722,NA,0,46
58836200,"Fairfield County",1.69,35,1998,1743,NA,0,24
57866110,"Middlesex County",1.9,36,1963,1718,NA,0,38
57903235,"New Haven County",2.13,36,1987,1680,NA,0,21
57395887,"Fairfield County",1.69,37,1930,1702,NA,0,67
57892215,"New Haven County",2.13,37,1953,1684,NA,1,52
59018961,"Hartford County",2.16,37,1987,1701,625,1,25
59048148,"Hartford County",2.16,37,1966,1701,NA,1,70
174440883,"New Haven County",2.13,37,1955,1705,NA,0,107
57251762,"Fairfield County",1.69,40,1960,1680,NA,0,31
57291892,"Fairfield County",1.69,40,1973,1722,597,0,24
57764544,"Hartford County",2.16,40,1976,1693,6,0,81
58856038,"Middlesex County",1.9,40,1950,1709,NA,0,62
59008068,"Windham County",1.69,40,1985,1743,NA,0,40
59019526,"Hartford County",2.16,40,1956,1701,NA,1,68
2066590873,"New Haven County",2.13,40,2018,1680,663,0,25
57914414,"New Haven County",2.13,41,1966,1680,NA,0,40
174059889,"Hartford County",2.16,41,1987,1725,NA,0,12
57320690,"Fairfield County",1.69,42,1998,1680,NA,0,59
57847617,"Middlesex County",1.9,42,1995,1701,NA,0,69
58986016,"New London County",1.66,42,1995,1743,NA,0,33
59037074,"Hartford County",2.16,42,1965,1705,NA,0,56
59076930,"Hartford County",2.16,42,1978,1701,NA,3,84
63421841,"Hartford County",2.16,42,2005,1743,NA,0,9
111100146,"New London County",1.66,42,2003,1743,576,0,32
197745663,"Litchfield County",1.78,42,1971,1680,375,0,12
2056911011,"Hartford County",2.16,42,1987,1725,440,0,48
57386810,"Fairfield County",1.69,43,1920,1680,NA,0,22
82594506,"Hartford County",2.16,43,2005,1714,NA,1,54
87813668,"New London County",1.66,43,2006,1726,NA,0,24
174033559,"Hartford County",2.16,43,1968,1726,NA,0,79
174065526,"Hartford County",2.16,43,1964,1701,NA,0,63
174176118,"Hartford County",2.16,43,1962,1722,NA,0,42
177210374,"Fairfield County",1.69,43,1986,1724,248,0,9
2056884829,"Hartford County",2.16,43,2005,1743,432,0,33
57773369,"Hartford County",2.16,44,1948,1684,NA,0,21
58020818,"New Haven County",2.13,44,1988,1680,NA,0,48
58030375,"New Haven County",2.13,44,1957,1726,NA,0,25
59301449,"Fairfield County",1.69,44,2001,1701,NA,0,26
62538169,"Hartford County",2.16,44,1930,1722,NA,1,43
240515982,"Fairfield County",1.69,44,1964,1743,321,0,30
339525591,"Hartford County",2.16,44,1962,1680,NA,0,30
57886076,"New Haven County",2.13,47,1980,1726,NA,1,47
59052630,"Hartford County",2.16,47,1962,1680,NA,0,37
59301910,"Windham County",1.69,47,1968,1720,NA,0,30
109745432,"Windham County",1.69,47,2011,1758,NA,0,46
177202919,"Fairfield County",1.69,47,1974,1680,340,0,36
57391610,"Fairfield County",1.69,48,1900,1722,NA,0,35
57806544,"Litchfield County",1.78,48,1965,1743,NA,0,41
59003428,"Tolland County",2.06,48,1944,1756,NA,0,70
197796126,"Litchfield County",1.78,48,1925,1722,NA,0,34
57243126,"Fairfield County",1.69,49,1912,1680,NA,0,16
57692316,"Hartford County",2.16,49,1953,1680,NA,0,34
58063452,"New London County",1.66,49,1962,1684,NA,0,52
59300686,"New Haven County",2.13,49,2002,1680,275,0,39
72095784,"Hartford County",2.16,49,2006,1680,479,0,46
177145656,"Fairfield County",1.69,49,1957,1680,NA,0,7
57258965,"Fairfield County",1.69,50,1952,1743,NA,0,24
57270099,"Fairfield County",1.69,50,1930,1684,NA,0,6
57969853,"New Haven County",2.13,50,1930,1680,NA,0,43
58793638,"Fairfield County",1.69,50,1959,1680,NA,0,51
58945328,"New Haven County",2.13,50,1960,1722,NA,0,33
147539080,"New London County",1.66,50,2012,1680,NA,0,13
207195338,"Tolland County",2.06,50,1976,1726,NA,0,16
57255847,"Fairfield County",1.69,51,1953,1730,NA,0,29
57355282,"Fairfield County",1.69,51,1980,1680,NA,0,9
57896829,"New Haven County",2.13,51,1975,1743,NA,1,46
57907157,"New Haven County",2.13,51,1957,1680,NA,0,51
58136242,"Hartford County",2.16,51,1880,1743,NA,0,42
58899505,"New Haven County",2.13,51,1976,1722,NA,1,38
58962681,"New London County",1.66,51,1964,1743,NA,0,20
59977713,"Windham County",1.69,51,1988,1701,NA,0,17
