"zpid","county","propertyTaxRate","timeOnZillowDays","yearBuilt","annualHomeownersInsurance","monthlyHoaFee","favoriteCount","pageViewCount"
58910720,"New Haven County",2.13,110,1961,2373,NA,0,15
114319525,"New London County",1.66,110,2012,2386,NA,0,17
79853832,"Fairfield County",1.69,111,2005,2394,NA,0,13
177211965,"Fairfield County",1.69,111,1996,2373,210,1,30
2122652633,"Fairfield County",1.69,111,2005,2394,445,0,9
58064920,"New London County",1.66,113,1988,2394,NA,0,12
59972516,"New London County",1.66,113,2004,2352,NA,0,15
174058366,"Hartford County",2.16,113,1962,2373,NA,0,13
177177233,"Fairfield County",1.69,117,1956,2394,NA,0,9
2053895155,"Fairfield County",1.69,117,2022,2394,NA,0,0
57407733,"Fairfield County",1.69,121,1921,2352,NA,0,12
58778110,"Fairfield County",1.69,121,1972,2352,NA,0,42
58099297,"Tolland County",2.06,124,1998,2384,NA,0,40
58943659,"New Haven County",2.13,124,1962,2373,NA,0,15
2057082495,"Middlesex County",1.9,125,2022,2362,270,0,1
57321570,"Fairfield County",1.69,128,1956,2415,NA,0,19
177092717,"Fairfield County",1.69,128,1942,2352,NA,0,18
57407402,"Fairfield County",1.69,131,1998,2415,NA,0,14
325557124,"New London County",1.66,131,2023,2413,NA,1,22
174098433,"Hartford County",2.16,132,1962,2373,NA,0,44
57321381,"Fairfield County",1.69,133,1979,2402,NA,0,11
57884014,"New Haven County",2.13,133,1998,2352,NA,0,28
64768422,"Hartford County",2.16,133,2004,2352,NA,0,14
57301037,"Fairfield County",1.69,135,1919,2377,NA,3,158
57419015,"Fairfield County",1.69,13,1954,3675,NA,207,2664
57690346,"Hartford County",2.16,138,1972,2394,NA,0,6
57406970,"Fairfield County",1.69,139,1988,2352,NA,0,9
58981644,"New London County",1.66,139,1986,2373,NA,0,14
58127606,"Hartford County",2.16,22,1986,2600,NA,110,3674
177193254,"Fairfield County",1.69,140,1917,2363,NA,0,13
57940532,"New Haven County",2.13,141,1910,2415,NA,0,20
59064728,"Hartford County",2.16,142,1993,2426,NA,0,9
57834349,"Litchfield County",1.78,145,2000,2415,NA,0,9
58947014,"New Haven County",2.13,145,1977,2352,NA,0,3
197759524,"Litchfield County",1.78,148,2016,2415,NA,0,4
57873089,"Middlesex County",1.9,152,1980,2373,335,0,9
174358231,"New Haven County",2.13,152,1999,2394,NA,0,21
177189680,"Fairfield County",1.69,152,1955,2352,NA,0,15
2053190358,"Fairfield County",1.69,153,2022,2436,NA,0,0
2066657495,"Litchfield County",1.78,153,2022,2352,425,0,4
57356437,"Fairfield County",1.69,154,1995,2352,NA,0,3
57795003,"Litchfield County",1.78,154,1961,2352,NA,0,9
57993177,"New Haven County",2.13,155,1978,2419,NA,0,17
57338853,"Fairfield County",1.69,157,1988,2356,NA,0,20
58811782,"Fairfield County",1.69,159,1959,2352,NA,0,19
157576130,"New London County",1.66,159,1950,2371,NA,0,22
174432389,"New Haven County",2.13,159,1996,2352,NA,0,11
2055084306,"Fairfield County",1.69,159,1995,2352,350,0,8
109758305,"New London County",1.66,160,2013,2415,NA,0,25
58964059,"New London County",1.66,161,1840,2373,NA,0,1
2056903238,"New London County",1.66,162,1840,2373,NA,0,11
58949034,"New Haven County",2.13,166,1998,2415,NA,0,29
174075842,"Hartford County",2.16,166,1967,2415,NA,1,15
57406246,"Fairfield County",1.69,167,1958,2426,58,0,16
59300411,"Fairfield County",1.69,167,1998,2394,NA,0,0
2053580216,"Fairfield County",1.69,167,2022,2394,NA,0,0
57769761,"Hartford County",2.16,173,1987,2373,NA,0,14
58863026,"Litchfield County",1.78,173,1986,2352,NA,0,9
58904162,"New Haven County",2.13,174,1881,2402,NA,0,18
2053618172,"Fairfield County",1.69,174,2022,2436,NA,0,0
57937345,"New Haven County",2.13,175,1990,2373,NA,0,7
58812735,"Fairfield County",1.69,175,1955,2415,NA,0,18
177186697,"Fairfield County",1.69,175,1953,2415,NA,0,16
339597521,"Fairfield County",1.69,175,2023,2352,NA,0,5
2054678169,"Fairfield County",1.69,175,1998,2394,372,0,2
58958738,"New Haven County",2.13,176,1996,2394,NA,0,42
57293485,"Fairfield County",1.69,177,1953,2415,NA,0,27
57979378,"New Haven County",2.13,177,1977,2415,NA,0,8
124137910,"Windham County",1.69,177,2015,2415,NA,0,10
57294081,"Fairfield County",1.69,180,1957,2373,NA,0,26
57403314,"Fairfield County",1.69,180,1967,2352,NA,0,3
57937809,"New Haven County",2.13,180,1996,2436,NA,0,7
58047255,"New London County",1.66,180,1962,2373,NA,0,9
59021718,"Hartford County",2.16,180,1956,2373,NA,0,18
174074207,"Hartford County",2.16,180,1972,2352,NA,0,18
174184310,"Hartford County",2.16,180,1955,2373,NA,0,4
58858700,"Litchfield County",1.78,181,1974,2415,17,0,27
174066021,"Hartford County",2.16,181,1986,2373,NA,0,22
2067963653,"Fairfield County",1.69,181,2000,2421,NA,0,18
58921998,"New Haven County",2.13,182,1964,2394,NA,0,5
58848153,"Middlesex County",1.9,183,1999,2415,75,0,16
122171507,"New Haven County",2.13,183,2013,2415,NA,0,14
157571969,"New London County",1.66,183,1972,2415,NA,0,10
57404347,"Fairfield County",1.69,184,1959,2352,NA,0,5
109757239,"New London County",1.66,186,2022,2365,NA,0,3
174443915,"New Haven County",2.13,187,1991,2352,NA,0,7
2053969617,"New Haven County",2.13,187,2022,2394,510,0,1
2058042556,"New Haven County",2.13,187,2021,2423,450,0,7
58782421,"Fairfield County",1.69,144,2024,6699,NA,1,45
57911724,"New Haven County",2.13,189,1920,2415,NA,0,4
177275284,"Fairfield County",1.69,189,1992,2377,NA,0,12
243852580,"Middlesex County",1.9,189,2022,2367,17,0,4
177223752,"Fairfield County",1.69,190,1930,2352,NA,0,9
58809241,"Fairfield County",1.69,191,1990,2360,NA,0,0
157580988,"New London County",1.66,191,1994,2426,NA,0,1
57777929,"Hartford County",2.16,194,1954,2415,NA,63,1797
58901066,"New Haven County",2.13,194,1972,2415,NA,1,47
58950823,"New Haven County",2.13,194,1999,2415,3,0,15
177102963,"Fairfield County",1.69,194,1985,2415,625,0,7
200398847,"Middlesex County",1.9,194,1979,2415,NA,0,14
57347469,"Fairfield County",1.69,195,1962,2373,NA,0,12
58897627,"New Haven County",2.13,195,1962,2352,NA,0,6
59074237,"Hartford County",2.16,195,1986,2394,NA,0,16
59300880,"New Haven County",2.13,195,2003,2352,NA,0,5
82404953,"Hartford County",2.16,195,2013,2394,33,0,15
174060522,"Hartford County",2.16,195,1997,2415,NA,0,30
2063614353,"Fairfield County",1.69,195,1990,2360,423,0,4
57230959,"Fairfield County",1.69,196,1972,2432,NA,0,17
177199687,"Fairfield County",1.69,196,1960,2415,NA,0,12
177218540,"Fairfield County",1.69,196,1982,2428,560,0,50
2055509131,"New Haven County",2.13,196,2003,2352,230,0,5
57279767,"Fairfield County",1.69,197,1997,2373,NA,0,7
58046066,"New London County",1.66,197,2008,2415,NA,0,20
2055458580,"New London County",1.66,198,1930,2394,51,0,8
2057399983,"Fairfield County",1.69,198,1997,2373,579,0,7
58814240,"Fairfield County",1.69,203,1955,2363,NA,0,2
174073111,"Hartford County",2.16,205,2013,2394,NA,0,5
57897944,"New Haven County",2.13,208,1978,2394,NA,0,6
58045340,"New London County",1.66,208,1952,2377,29,0,18
2065057348,"Fairfield County",1.69,208,2022,2394,NA,0,0
57279327,"Fairfield County",1.69,210,1963,2352,13,0,20
58059068,"New London County",1.66,210,2001,2386,NA,0,9
62940833,"Middlesex County",1.9,210,1959,2394,NA,2,40
200394323,"Middlesex County",1.9,210,1980,2394,NA,0,13
339588188,"New Haven County",2.13,210,1981,2423,NA,0,4
2056833506,"New Haven County",2.13,210,2021,2373,450,0,4
58842934,"Middlesex County",1.9,211,1958,2415,NA,0,11
69058654,"New Haven County",2.13,211,2010,2394,375,1,13
58897192,"New Haven County",2.13,212,1964,2394,11,0,11
177198861,"Fairfield County",1.69,212,1925,2352,NA,0,13
207193244,"Tolland County",2.06,212,2014,2381,NA,0,16
57397008,"Fairfield County",1.69,215,1972,2352,539,0,4
57952322,"New Haven County",2.13,215,1965,2415,NA,0,13
58898241,"New Haven County",2.13,215,1999,2373,NA,0,6
2060788429,"New Haven County",2.13,215,2023,2427,510,0,4
58782288,"Fairfield County",1.69,216,1952,2415,NA,0,21
58947394,"New Haven County",2.13,216,1993,2415,NA,0,18
177254083,"Fairfield County",1.69,216,2001,2394,NA,0,17
57336391,"Fairfield County",1.69,217,1984,2415,NA,1,11
58925315,"New Haven County",2.13,217,1988,2394,NA,0,18
339583170,"New Haven County",2.13,217,1988,2352,NA,0,2
57782621,"Hartford County",2.16,218,1939,2352,NA,0,24
58947841,"New Haven County",2.13,222,1991,2415,NA,0,8
114419892,"Hartford County",2.16,222,2013,2415,NA,0,45
124138509,"New Haven County",2.13,222,2015,2436,NA,0,13
177215116,"Fairfield County",1.69,222,1960,2352,NA,0,1
2056524881,"Fairfield County",1.69,222,1960,2352,NA,0,7
57896324,"New Haven County",2.13,224,1996,2415,307,0,23
57405840,"Fairfield County",1.69,225,1959,2352,NA,0,7
59018749,"Hartford County",2.16,225,1951,2415,NA,2,27
59020296,"Hartford County",2.16,225,1970,2352,NA,0,16
174222525,"Hartford County",2.16,225,1987,2394,133,0,16
174223957,"Hartford County",2.16,225,2000,2394,NA,0,1
58926049,"New Haven County",2.13,226,1981,2423,NA,0,14
59026488,"Hartford County",2.16,226,2004,2415,NA,0,12
177227207,"Fairfield County",1.69,226,1939,2415,300,0,1
57807957,"Litchfield County",1.78,229,1930,2384,NA,0,4
58855921,"Middlesex County",1.9,229,1997,2363,NA,0,127
2063618421,"Hartford County",2.16,229,2000,2394,516,0,0
58811604,"Fairfield County",1.69,231,1930,2352,NA,0,6
58894782,"New Haven County",2.13,231,1983,2415,25,0,2
2063580820,"Litchfield County",1.78,231,1930,2384,NA,0,5
79855917,"New London County",1.66,233,2013,2352,NA,0,1
57319741,"Fairfield County",1.69,236,1957,2415,NA,0,9
57358314,"Fairfield County",1.69,236,1965,2367,160,0,21
57772103,"Hartford County",2.16,236,1971,2394,NA,0,17
58151297,"Hartford County",2.16,236,2000,2373,NA,0,9
58963187,"New London County",1.66,236,1940,2373,NA,0,19
174077764,"Hartford County",2.16,236,1975,2352,NA,0,2
241197717,"Middlesex County",1.9,236,2015,2377,NA,0,13
2056485136,"New London County",1.66,236,2013,2352,400,0,5
82406501,"New Haven County",2.13,237,1986,2415,NA,0,8
2065060828,"Fairfield County",1.69,237,2022,2436,NA,0,2
174141945,"Hartford County",2.16,238,1998,2419,NA,0,8
57992347,"New Haven County",2.13,239,1986,2352,NA,0,6
58815710,"Fairfield County",1.69,239,1996,2373,NA,0,11
59965681,"Hartford County",2.16,239,1999,2352,NA,0,15
57780117,"Hartford County",2.16,240,1957,2352,NA,0,11
57943902,"New Haven County",2.13,240,1950,2415,NA,0,10
58789440,"Fairfield County",1.69,240,1985,2390,NA,0,5
2065060399,"Fairfield County",1.69,240,2022,2394,NA,0,1
57352987,"Fairfield County",1.69,243,1962,2415,NA,0,8
57833290,"Litchfield County",1.78,243,1980,2390,NA,0,7
58875235,"Litchfield County",1.78,243,1989,2373,NA,0,14
174075362,"Hartford County",2.16,243,1971,2384,NA,0,4
58951611,"New Haven County",2.13,244,1985,2415,NA,1,19
210152653,"Windham County",1.69,244,2018,2373,NA,0,20
246083543,"Hartford County",2.16,244,2017,2352,NA,0,2
2055722774,"Hartford County",2.16,244,2017,2352,307,0,2
57727003,"Hartford County",2.16,245,2001,2390,8,0,3
57299121,"Fairfield County",1.69,250,1923,2394,NA,0,8
57319593,"Fairfield County",1.69,250,1978,2394,NA,0,6
57781101,"Hartford County",2.16,250,1979,2394,NA,0,5
58875614,"Litchfield County",1.78,250,1942,2352,NA,0,6
58894674,"New Haven County",2.13,250,1971,2352,NA,0,13
177211680,"Fairfield County",1.69,250,1994,2394,300,0,65
59026149,"Hartford County",2.16,251,1826,2352,NA,0,4
57694057,"Hartford County",2.16,254,1986,2352,NA,0,14
177284794,"Fairfield County",1.69,254,1932,2415,NA,0,11
210158469,"Windham County",1.69,254,2006,2352,NA,0,8
57343223,"Fairfield County",1.69,257,1961,2352,NA,0,7
57399993,"Fairfield County",1.69,257,1973,2415,NA,0,2
57835044,"Litchfield County",1.78,258,1907,2390,NA,2,27
57971985,"New Haven County",2.13,258,1920,2394,NA,1,16
58851248,"Middlesex County",1.9,258,1988,2352,NA,0,3
80398376,"New London County",1.66,258,2004,2394,NA,0,2
174451491,"New Haven County",2.13,258,2009,2373,NA,0,2
241552572,"New Haven County",2.13,258,2023,2436,308,0,13
57817566,"Litchfield County",1.78,259,1994,2352,NA,0,12
59974672,"Tolland County",2.06,259,2004,2415,NA,0,13
177304552,"Fairfield County",1.69,259,1999,2352,NA,0,15
2083410257,"New Haven County",2.13,259,2009,2373,425,0,3
57873391,"Middlesex County",1.9,260,1982,2415,NA,0,10
59001597,"Tolland County",2.06,261,1986,2373,NA,0,2
59026771,"Hartford County",2.16,261,1964,2373,NA,0,13
174083456,"Hartford County",2.16,261,1966,2365,NA,0,13
174492178,"New Haven County",2.13,261,1999,2428,NA,0,3
2070336315,"Fairfield County",1.69,261,1984,2415,351,0,7
58772878,"Fairfield County",1.69,264,1994,2415,NA,0,18
157571579,"New London County",1.66,264,1986,2352,NA,0,1
157571775,"New London County",1.66,264,1978,2352,NA,0,3
57401551,"Fairfield County",1.69,265,1964,2390,NA,0,4
58804746,"Fairfield County",1.69,265,1951,2425,NA,0,7
58948164,"New Haven County",2.13,265,1999,2415,NA,0,7
111097499,"New London County",1.66,265,2021,2352,NA,0,14
57302150,"Fairfield County",1.69,20,1961,2852,NA,86,2004
57351973,"Fairfield County",1.69,266,1930,2415,NA,0,87
200401037,"Middlesex County",1.9,266,1997,2352,NA,0,17
57265908,"Fairfield County",1.69,268,1968,2409,NA,0,9
58048460,"New London County",1.66,268,2002,2415,NA,0,19
58817436,"Fairfield County",1.69,268,1966,2390,NA,0,15
339531396,"Hartford County",2.16,268,2022,2432,NA,0,1
57743188,"Hartford County",2.16,271,2002,2415,NA,0,13
57790267,"Hartford County",2.16,271,1974,2394,NA,0,25
57897574,"New Haven County",2.13,271,1972,2396,NA,0,11
58981624,"New London County",1.66,271,2004,2377,NA,0,23
119310871,"Fairfield County",1.69,271,2012,2394,NA,0,3
306026164,"New Haven County",2.13,271,2018,2354,400,0,4
2101110423,"Fairfield County",1.69,271,2014,2394,481,0,2
2141326226,"Hartford County",2.16,271,2006,2352,NA,0,8
57330535,"Fairfield County",1.69,272,1986,2373,NA,0,6
59023707,"Hartford County",2.16,272,1956,2415,NA,0,7
65272492,"New London County",1.66,272,2005,2423,NA,0,12
2067751162,"Hartford County",2.16,272,2023,2432,NA,0,6
58847966,"Middlesex County",1.9,273,2000,2394,NA,0,0
57332411,"Fairfield County",1.69,275,1980,2394,NA,1,9
58809405,"Fairfield County",1.69,275,1984,2373,337,0,0
72289743,"Fairfield County",1.69,275,2007,2352,NA,0,38
2056521209,"Middlesex County",1.9,275,2000,2394,NA,0,9
63009436,"Hartford County",2.16,278,2006,2352,NA,0,3
174439968,"New Haven County",2.13,278,1978,2411,NA,0,10
2057203196,"Hartford County",2.16,278,2006,2352,396,0,4
2063613152,"Fairfield County",1.69,278,1984,2373,354,0,1
58064969,"New London County",1.66,279,1973,2394,NA,0,4
58802558,"Fairfield County",1.69,279,1930,2415,NA,0,8
62545290,"New Haven County",2.13,281,2002,2352,225,0,10
57786386,"Hartford County",2.16,285,1947,2352,NA,0,3
60016760,"New Haven County",2.13,285,1958,2420,NA,0,8
82406849,"New Haven County",2.13,285,1785,2394,NA,0,7
177190193,"Fairfield County",1.69,285,1950,2394,NA,0,5
58068768,"New London County",1.66,286,1977,2401,NA,0,3
109735260,"Hartford County",2.16,286,2018,2352,NA,0,16
174077752,"Hartford County",2.16,286,1960,2373,NA,0,9
241322607,"New Haven County",2.13,286,1988,2428,225,0,10
57407230,"Fairfield County",1.69,287,1967,2419,NA,0,4
57896881,"New Haven County",2.13,287,1950,2352,NA,0,5
57950575,"New Haven County",2.13,287,1943,2432,NA,0,6
59045871,"Hartford County",2.16,287,1973,2369,NA,0,16
64603267,"Middlesex County",1.9,287,2004,2415,NA,0,2
96122860,"Fairfield County",1.69,288,1964,2415,NA,0,14
57305671,"Fairfield County",1.69,289,1929,2415,NA,0,10
57403959,"Fairfield County",1.69,289,1982,2352,NA,0,7
72126931,"Hartford County",2.16,289,2007,2423,NA,0,12
157571703,"New London County",1.66,289,1952,2389,NA,1,32
177105633,"Fairfield County",1.69,289,1954,2415,NA,0,6
57346273,"Fairfield County",1.69,292,1984,2375,453,0,14
57897227,"New Haven County",2.13,292,1984,2415,6,0,9
57980099,"New Haven County",2.13,292,1947,2373,NA,0,15
59036586,"Hartford County",2.16,292,1983,2394,NA,0,17
174240966,"Hartford County",2.16,292,2011,2415,NA,0,8
174453262,"New Haven County",2.13,292,1984,2352,549,0,9
58812297,"Fairfield County",1.69,293,1946,2415,NA,0,2
177194129,"Fairfield County",1.69,295,1932,2415,NA,0,11
200400351,"Middlesex County",1.9,295,1998,2419,NA,0,10
339525278,"Hartford County",2.16,295,2021,2423,NA,0,3
57266487,"Fairfield County",1.69,296,1957,2394,NA,0,7
2085672183,"Hartford County",2.16,296,2021,2423,NA,0,8
57399687,"Fairfield County",1.69,299,2002,2415,NA,0,3
57771418,"Hartford County",2.16,299,1965,2415,NA,0,14
58789499,"Fairfield County",1.69,299,1968,2352,NA,2,8
59012228,"Hartford County",2.16,299,1967,2394,NA,0,12
59052942,"Hartford County",2.16,299,1993,2367,NA,0,15
2056908805,"Middlesex County",1.9,299,2004,2415,425,0,1
2060436840,"New Haven County",2.13,299,2023,2373,275,0,3
2065060020,"Fairfield County",1.69,299,2022,2436,NA,0,2
57289870,"Fairfield County",1.69,300,1925,2415,NA,0,3
57338738,"Fairfield County",1.69,300,1965,2352,NA,0,6
69056638,"New Haven County",2.13,300,2004,2394,NA,0,11
174207181,"Hartford County",2.16,300,1957,2436,NA,0,2
339524924,"Hartford County",2.16,300,1973,2394,NA,0,1
2057011938,"Fairfield County",1.69,300,2002,2415,280,0,3
58861855,"Litchfield County",1.78,301,1998,2415,NA,1,17
59080768,"Hartford County",2.16,301,1990,2394,NA,0,6
109743269,"New London County",1.66,301,2013,2428,NA,0,8
174179263,"Hartford County",2.16,301,1957,2436,NA,0,8
57861960,"Middlesex County",1.9,302,1988,2352,NA,0,10
57981119,"New Haven County",2.13,302,1984,2430,NA,0,12
58093065,"New London County",1.66,302,1980,2394,NA,0,6
58836547,"Fairfield County",1.69,302,1981,2352,NA,0,11
72680909,"Fairfield County",1.69,302,2005,2394,NA,0,5
177213651,"Fairfield County",1.69,302,2007,2373,243,0,7
2118779792,"Fairfield County",1.69,302,2005,2394,430,0,4
57332392,"Fairfield County",1.69,303,1987,2426,NA,0,16
64458524,"Fairfield County",1.69,303,2005,2415,17,0,9
57319762,"Fairfield County",1.69,306,1968,2394,NA,0,1
58812043,"Fairfield County",1.69,306,1962,2373,NA,0,9
58922792,"New Haven County",2.13,306,1972,2394,NA,0,15
174046545,"Hartford County",2.16,306,1994,2352,NA,0,7
96137048,"New Haven County",2.13,307,2012,2373,NA,0,12
174122550,"Hartford County",2.16,307,1973,2394,NA,0,7
174362848,"New Haven County",2.13,307,1988,2373,NA,0,11
58139086,"Hartford County",2.16,308,2001,2436,NA,0,6
58898791,"New Haven County",2.13,308,1989,2419,NA,0,8
63040020,"Fairfield County",1.69,308,2004,2415,NA,0,8
57331386,"Fairfield County",1.69,309,1955,2352,NA,0,6
57727871,"Hartford County",2.16,309,1984,2373,NA,0,40
58909238,"New Haven County",2.13,309,1979,2352,NA,0,7
2093841837,"New Haven County",2.13,309,1979,2352,480,0,10
57940591,"New Haven County",2.13,310,1925,2394,NA,0,5
58042337,"New Haven County",2.13,310,1929,2394,NA,0,10
58844086,"Middlesex County",1.9,310,1990,2415,NA,0,19
58897858,"New Haven County",2.13,310,1970,2394,NA,0,5
174062214,"Hartford County",2.16,310,1951,2394,NA,0,9
177225896,"Fairfield County",1.69,310,1900,2432,NA,0,9
57407242,"Fairfield County",1.69,313,1964,2410,NA,0,2
57924176,"New Haven County",2.13,313,1996,2373,NA,0,7
62556165,"Tolland County",2.06,313,2002,2374,NA,0,11
2061516791,"New Haven County",2.13,313,2023,2436,425,0,11
177295892,"Fairfield County",1.69,314,1969,2394,NA,0,9
200400186,"Middlesex County",1.9,314,1955,2352,NA,0,9
68576943,"Middlesex County",1.9,315,1892,2415,NA,0,1
174055365,"Hartford County",2.16,315,1957,2373,NA,0,26
200401164,"Middlesex County",1.9,315,1996,2352,NA,0,13
57924466,"New Haven County",2.13,316,2000,2415,NA,0,17
57806198,"Litchfield County",1.78,317,1986,2352,NA,0,10
174039236,"Hartford County",2.16,317,1992,2352,NA,0,11
174061848,"Hartford County",2.16,317,2006,2352,NA,0,2
177295805,"Fairfield County",1.69,317,1930,2373,NA,0,1
197772546,"Litchfield County",1.78,317,2003,2352,172,0,10
57402763,"Fairfield County",1.69,320,1963,2367,NA,0,15
57799599,"Litchfield County",1.78,320,1890,2415,NA,0,4
57886489,"New Haven County",2.13,320,1966,2394,NA,0,10
58126741,"Hartford County",2.16,320,1961,2415,NA,0,18
58947780,"New Haven County",2.13,320,1985,2373,NA,0,8
59018854,"Hartford County",2.16,320,1987,2415,NA,0,3
177176723,"Fairfield County",1.69,320,1924,2352,NA,0,4
197818826,"Litchfield County",1.78,320,1840,2352,NA,0,8
2057143716,"Hartford County",2.16,320,2006,2352,390,0,1
58806269,"Fairfield County",1.69,321,1946,2373,NA,0,17
82974845,"Tolland County",2.06,321,1991,2394,NA,0,3
174488130,"New Haven County",2.13,321,1922,2394,NA,0,11
197772022,"Litchfield County",1.78,321,1870,2415,NA,0,4
58826421,"Fairfield County",1.69,322,1960,2415,NA,1,7
62753990,"Tolland County",2.06,322,2000,2394,NA,0,11
240506951,"Litchfield County",1.78,322,2022,2405,NA,0,12
70599140,"Fairfield County",1.69,324,1950,2394,NA,0,14
57782003,"Hartford County",2.16,327,1913,2394,NA,0,24
57893140,"New Haven County",2.13,327,1961,2394,NA,0,7
59018495,"Hartford County",2.16,327,1993,2415,NA,0,18
59971711,"New London County",1.66,327,1990,2352,NA,0,6
72680923,"Fairfield County",1.69,327,2005,2394,430,0,1
241090238,"Hartford County",2.16,327,2017,2394,90,0,9
57805600,"Litchfield County",1.78,328,1990,2365,NA,0,33
58797816,"Fairfield County",1.69,328,1920,2415,NA,0,66
174059910,"Hartford County",2.16,328,1976,2353,NA,1,22
57269297,"Fairfield County",1.69,329,1999,2373,NA,0,5
57918376,"New Haven County",2.13,329,1948,2394,NA,0,7
59021852,"Hartford County",2.16,329,1967,2373,NA,0,9
2065087961,"Fairfield County",1.69,329,2022,2394,NA,0,1
207190068,"Tolland County",2.06,330,1999,2407,NA,0,7
58893665,"New Haven County",2.13,331,1955,2415,NA,0,23
177190584,"Fairfield County",1.69,331,1961,2386,NA,0,1
58135797,"Hartford County",2.16,334,1985,2373,NA,0,6
200392884,"Middlesex County",1.9,334,1995,2415,17,0,14
58850438,"Middlesex County",1.9,335,1887,2352,NA,0,2
57346163,"Fairfield County",1.69,338,1985,2432,512,0,4
174069368,"Hartford County",2.16,338,1988,2360,NA,0,8
174074031,"Hartford County",2.16,340,2004,2352,NA,0,8
58817886,"Fairfield County",1.69,341,1955,2415,NA,0,12
59975070,"Tolland County",2.06,341,2000,2415,NA,0,14
109732812,"Hartford County",2.16,341,2010,2352,NA,0,15
174076523,"Hartford County",2.16,341,2001,2415,NA,0,21
177222737,"Fairfield County",1.69,341,1984,2415,200,0,5
57811362,"Litchfield County",1.78,343,1995,2384,NA,0,7
58933979,"New Haven County",2.13,343,1993,2352,NA,0,12
63419326,"New Haven County",2.13,345,2004,2394,112,0,1
200394635,"Middlesex County",1.9,346,1999,2415,NA,0,14
57305987,"Fairfield County",1.69,348,1930,2352,NA,0,11
57404785,"Fairfield County",1.69,348,1956,2394,NA,0,3
58127862,"Hartford County",2.16,348,1992,2394,NA,0,8
58824824,"Fairfield County",1.69,348,1963,2373,NA,0,28
58836179,"Fairfield County",1.69,348,1955,2390,NA,0,4
58860665,"Litchfield County",1.78,348,1994,2394,NA,0,6
58992159,"Tolland County",2.06,348,1989,2415,NA,0,4
174495852,"New Haven County",2.13,348,1966,2415,10,0,9
197786539,"Litchfield County",1.78,348,2005,2415,NA,0,5
200394174,"Middlesex County",1.9,348,2007,2394,NA,0,4
2065056503,"Fairfield County",1.69,348,2022,2436,NA,0,2
58113223,"Windham County",1.69,349,1900,2352,NA,0,21
58794770,"Fairfield County",1.69,349,1977,2377,NA,3,9
82597775,"Hartford County",2.16,349,2004,2394,NA,0,11
174359211,"New Haven County",2.13,349,2007,2352,NA,0,7
177315090,"Fairfield County",1.69,349,1951,2436,NA,0,14
174434144,"New Haven County",2.13,350,1985,2394,NA,0,5
177198513,"Fairfield County",1.69,350,1950,2415,NA,0,9
58062400,"New London County",1.66,351,1999,2373,NA,0,146
82975470,"Hartford County",2.16,351,2006,2381,NA,0,20
197757153,"Litchfield County",1.78,351,2018,2415,NA,0,3
59079500,"Hartford County",2.16,352,1970,2373,NA,0,11
57405331,"Fairfield County",1.69,355,1960,2373,NA,0,6
57893113,"New Haven County",2.13,355,1979,2394,NA,0,9
58812600,"Fairfield County",1.69,355,1900,2394,NA,0,6
59050483,"Hartford County",2.16,355,1984,2415,NA,0,28
59301756,"Middlesex County",1.9,355,2002,2394,NA,0,4
174184435,"Hartford County",2.16,355,1940,2394,NA,0,11
57787088,"Hartford County",2.16,356,1978,2394,NA,0,13
2059137615,"Fairfield County",1.69,356,2023,2394,240,0,0
57874379,"Middlesex County",1.9,357,1979,2352,500,0,10
58813915,"Fairfield County",1.69,357,1951,2415,NA,0,1
60016482,"New Haven County",2.13,357,1999,2407,NA,0,12
64907381,"Litchfield County",1.78,357,2004,2373,NA,0,6
207201298,"Tolland County",2.06,357,1984,2386,NA,0,13
2057660934,"New Haven County",2.13,357,2007,2352,350,0,6
2104723558,"Middlesex County",1.9,357,1979,2352,450,0,11
57268005,"Fairfield County",1.69,358,1978,2352,NA,0,5
58951204,"New Haven County",2.13,358,1986,2352,NA,0,3
174055283,"Hartford County",2.16,358,1965,2352,NA,0,31
174097938,"Hartford County",2.16,358,1996,2415,NA,0,14
197770040,"Litchfield County",1.78,358,1972,2352,NA,0,2
241300367,"Fairfield County",1.69,358,2010,2419,270,0,11
58000489,"New Haven County",2.13,362,1891,2423,NA,0,34
59973145,"New London County",1.66,362,1999,2394,NA,0,18
66122116,"New Haven County",2.13,362,2005,2373,190,0,6
174433638,"New Haven County",2.13,362,2010,2394,NA,0,2
177131032,"Fairfield County",1.69,362,1955,2415,NA,0,5
57358322,"Fairfield County",1.69,363,1900,2415,NA,1,4
57769665,"Hartford County",2.16,363,1989,2415,NA,0,10
57779949,"Hartford County",2.16,363,1937,2388,NA,0,5
59033334,"Hartford County",2.16,363,1989,2415,3,0,11
200426879,"Middlesex County",1.9,363,2022,2415,17,0,5
57808628,"Litchfield County",1.78,364,1978,2415,NA,0,2
57972900,"New Haven County",2.13,364,1920,2390,NA,0,15
58820307,"Fairfield County",1.69,364,1979,2432,NA,0,5
57800866,"Litchfield County",1.78,366,1991,2415,NA,0,0
57892129,"New Haven County",2.13,366,1947,2415,NA,0,11
109764421,"New London County",1.66,366,2010,2352,NA,0,21
2067037913,"Hartford County",2.16,369,2023,2363,NA,0,22
2074803532,"New Haven County",2.13,369,2004,2394,150,0,1
177185903,"Fairfield County",1.69,370,1948,2394,NA,0,11
64706633,"New London County",1.66,371,2008,2352,NA,0,3
