,,,,,,,,7/17/2024,7/17/2024,7/17/2024,7/17/2024,7/30/2024,,8/27/2024,8/27/2024,8/27/2024,8/27/2024,,USE Revised - new info7/30/2024,USE Revised - new info7/30/2024,USE Revised,projected,8/27/2024
Date,MB30ER,MB3015ER,MB305AER,H15T10Y,FMHPUS-REVISED,SPCSUSS-REVISED,SPCSNYS-REVISED,PHUCTOT,PHUCNE,NHSPSTOT,NHSPSNE,HPIMLEVL,HOWNALL,HPI LEVL,HPI STCT,HPI PURC,HPI NE,HPPRCTPO,SPCSUSS,SPCSNYS,FMHPUS,FANNORIG,HPI YOY%
1/13/2012,4.19,3.43,3.06,1.89,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/12/2012,4.19,3.43,3.06,1.94,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/11/2012,4.19,3.43,3.06,1.93,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/10/2012,4.19,3.43,3.06,2,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/9/2012,4.19,3.43,3.06,1.98,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/8/2012,4.19,3.43,3.06,1.98,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/7/2012,4.19,3.43,3.06,1.98,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/6/2012,4.23,3.49,3.08,1.98,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/5/2012,4.23,3.49,3.08,2.02,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/4/2012,4.23,3.49,3.08,2,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/3/2012,4.23,3.49,3.08,1.97,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/2/2012,4.23,3.49,3.08,1.89,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
1/1/2012,4.23,3.49,3.08,1.89,120.29,136.61,162.11,545,91,723,74,178.1,132619,310.03,386.38,177.43,491.96,158.4,136.61,162.11,120.29,,0.03
12/31/2011,4.23,3.49,3.08,1.89,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/30/2011,4.22,3.5,3.09,1.89,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/29/2011,4.22,3.5,3.09,1.91,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/28/2011,4.22,3.5,3.09,1.93,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/27/2011,4.22,3.5,3.09,2.02,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/26/2011,4.22,3.5,3.09,2.03,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/25/2011,4.22,3.5,3.09,2.03,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/24/2011,4.22,3.5,3.09,2.03,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/23/2011,4.23,3.48,3.2,2.03,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/22/2011,4.23,3.48,3.2,1.97,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/21/2011,4.23,3.48,3.2,1.98,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/20/2011,4.23,3.48,3.2,1.94,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/19/2011,4.23,3.48,3.2,1.82,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/18/2011,4.23,3.48,3.2,1.86,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/17/2011,4.23,3.48,3.2,1.86,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/16/2011,4.22,3.49,3.07,1.86,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/15/2011,4.22,3.49,3.07,1.92,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/14/2011,4.22,3.49,3.07,1.92,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/13/2011,4.22,3.49,3.07,1.96,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/12/2011,4.22,3.49,3.07,2.03,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/11/2011,4.22,3.49,3.07,2.07,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/10/2011,4.22,3.49,3.07,2.07,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/9/2011,4.25,3.57,3.13,2.07,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/8/2011,4.25,3.57,3.13,1.99,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/7/2011,4.25,3.57,3.13,2.02,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/6/2011,4.25,3.57,3.13,2.08,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/5/2011,4.25,3.57,3.13,2.04,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/4/2011,4.25,3.57,3.13,2.05,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/3/2011,4.25,3.57,3.13,2.05,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/2/2011,4.32,3.65,3.21,2.05,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
12/1/2011,4.32,3.65,3.21,2.11,120.96,136.67,162.99,610,80,694,61,178.8,132491,313.31,392.93,176.67,497.29,159.98,136.67,162.99,120.96,,-2.61
11/30/2011,4.32,3.65,3.21,2.08,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/29/2011,4.32,3.65,3.21,2,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/28/2011,4.32,3.65,3.21,1.97,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/27/2011,4.32,3.65,3.21,1.97,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/26/2011,4.32,3.65,3.21,1.97,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/25/2011,4.35,3.69,3.15,1.97,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/24/2011,4.35,3.69,3.15,1.89,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/23/2011,4.35,3.69,3.15,1.89,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/22/2011,4.35,3.69,3.15,1.94,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/21/2011,4.35,3.69,3.15,1.97,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/20/2011,4.35,3.69,3.15,2.01,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/19/2011,4.35,3.69,3.15,2.01,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/18/2011,4.36,3.71,3.18,2.01,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/17/2011,4.36,3.71,3.18,1.96,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/16/2011,4.36,3.71,3.18,2.01,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/15/2011,4.36,3.71,3.18,2.06,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/14/2011,4.36,3.71,3.18,2.04,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/13/2011,4.36,3.71,3.18,2.04,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/12/2011,4.36,3.71,3.18,2.04,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/11/2011,4.38,3.65,3.19,2.04,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/10/2011,4.38,3.65,3.19,2.04,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/9/2011,4.38,3.65,3.19,2,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/8/2011,4.38,3.65,3.19,2.1,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/7/2011,4.38,3.65,3.19,2.04,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/6/2011,4.38,3.65,3.19,2.06,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/5/2011,4.38,3.65,3.19,2.06,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/4/2011,4.34,3.65,3.18,2.06,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/3/2011,4.34,3.65,3.18,2.09,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/2/2011,4.34,3.65,3.18,2.03,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
11/1/2011,4.34,3.65,3.18,2.01,121.73,137.15,164.31,585,50,711,99,178.2,132491,313.31,392.93,176.67,497.29,159.98,137.15,164.31,121.73,,-2.61
10/31/2011,4.34,3.65,3.18,2.17,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/30/2011,4.34,3.65,3.18,2.34,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/29/2011,4.34,3.65,3.18,2.34,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/28/2011,4.46,3.75,3.27,2.34,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/27/2011,4.46,3.75,3.27,2.42,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/26/2011,4.46,3.75,3.27,2.23,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/25/2011,4.46,3.75,3.27,2.14,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/24/2011,4.46,3.75,3.27,2.25,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/23/2011,4.46,3.75,3.27,2.23,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/22/2011,4.46,3.75,3.27,2.23,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/21/2011,4.46,3.73,3.3,2.23,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/20/2011,4.46,3.73,3.3,2.2,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/19/2011,4.46,3.73,3.3,2.18,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/18/2011,4.46,3.73,3.3,2.19,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/17/2011,4.46,3.73,3.3,2.18,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/16/2011,4.46,3.73,3.3,2.26,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/15/2011,4.46,3.73,3.3,2.26,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/14/2011,4.47,3.72,3.26,2.26,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/13/2011,4.47,3.72,3.26,2.19,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/12/2011,4.47,3.72,3.26,2.24,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/11/2011,4.47,3.72,3.26,2.18,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/10/2011,4.47,3.72,3.26,2.1,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/9/2011,4.47,3.72,3.26,2.1,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/8/2011,4.47,3.72,3.26,2.1,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/7/2011,4.39,3.65,3.23,2.1,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/6/2011,4.39,3.65,3.23,2.01,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/5/2011,4.39,3.65,3.23,1.92,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/4/2011,4.39,3.65,3.23,1.81,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/3/2011,4.39,3.65,3.23,1.8,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/2/2011,4.39,3.65,3.23,1.92,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
10/1/2011,4.39,3.65,3.23,1.92,122.39,137.95,165.14,566,85,610,64,177.5,132491,313.31,392.93,176.67,497.29,159.98,137.95,165.14,122.4,,-2.61
9/30/2011,4.31,3.6,3.17,1.92,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/29/2011,4.31,3.6,3.17,1.99,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/28/2011,4.31,3.6,3.17,2.03,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/27/2011,4.31,3.6,3.17,2,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/26/2011,4.31,3.6,3.17,1.91,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/25/2011,4.31,3.6,3.17,1.84,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/24/2011,4.31,3.6,3.17,1.84,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/23/2011,4.34,3.58,3.14,1.84,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/22/2011,4.34,3.58,3.14,1.72,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/21/2011,4.34,3.58,3.14,1.88,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/20/2011,4.34,3.58,3.14,1.95,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/19/2011,4.34,3.58,3.14,1.97,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/18/2011,4.34,3.58,3.14,2.08,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/17/2011,4.34,3.58,3.14,2.08,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/16/2011,4.41,3.57,3.17,2.08,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/15/2011,4.41,3.57,3.17,2.09,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/14/2011,4.41,3.57,3.17,2.03,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/13/2011,4.41,3.57,3.17,2,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/12/2011,4.41,3.57,3.17,1.94,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/11/2011,4.41,3.57,3.17,1.93,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/10/2011,4.41,3.57,3.17,1.93,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/9/2011,4.36,3.69,3.04,1.93,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/8/2011,4.36,3.69,3.04,2,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/7/2011,4.36,3.69,3.04,2.05,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/6/2011,4.36,3.69,3.04,1.98,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/5/2011,4.36,3.69,3.04,2.02,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/4/2011,4.36,3.69,3.04,2.02,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/3/2011,4.36,3.69,3.04,2.02,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/2/2011,4.44,3.64,3,2.02,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
9/1/2011,4.44,3.64,3,2.15,123.08,138.67,166.95,603,96,650,59,178.4,132362,311.88,389.85,176.34,494.85,160.62,138.67,166.95,123.09,,-3.64
8/31/2011,4.44,3.64,3,2.23,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/30/2011,4.44,3.64,3,2.19,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/29/2011,4.44,3.64,3,2.28,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/28/2011,4.44,3.64,3,2.19,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/27/2011,4.44,3.64,3,2.19,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/26/2011,4.58,3.74,3.06,2.19,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/25/2011,4.58,3.74,3.06,2.23,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/24/2011,4.58,3.74,3.06,2.29,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/23/2011,4.58,3.74,3.06,2.15,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/22/2011,4.58,3.74,3.06,2.1,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/21/2011,4.58,3.74,3.06,2.07,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/20/2011,4.58,3.74,3.06,2.07,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/19/2011,4.57,3.81,3.08,2.07,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/18/2011,4.57,3.81,3.08,2.08,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/17/2011,4.57,3.81,3.08,2.17,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/16/2011,4.57,3.81,3.08,2.23,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/15/2011,4.57,3.81,3.08,2.29,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/14/2011,4.57,3.81,3.08,2.24,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/13/2011,4.57,3.81,3.08,2.24,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/12/2011,4.49,3.74,3.11,2.24,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/11/2011,4.49,3.74,3.11,2.34,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
