,,,,,,,,7/17/2024,7/17/2024,7/17/2024,7/17/2024,7/30/2024,,8/27/2024,8/27/2024,8/27/2024,8/27/2024,,USE Revised - new info7/30/2024,USE Revised - new info7/30/2024,USE Revised,projected,8/27/2024
Date,MB30ER,MB3015ER,MB305AER,H15T10Y,FMHPUS-REVISED,SPCSUSS-REVISED,SPCSNYS-REVISED,PHUCTOT,PHUCNE,NHSPSTOT,NHSPSNE,HPIMLEVL,HOWNALL,HPI LEVL,HPI STCT,HPI PURC,HPI NE,HPPRCTPO,SPCSUSS,SPCSNYS,FMHPUS,FANNORIG,HPI YOY%
3/13/2019,4.67,4.07,4.1,2.61,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/12/2019,4.67,4.07,4.1,2.61,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/11/2019,4.67,4.07,4.1,2.64,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/10/2019,4.67,4.07,4.1,2.62,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/9/2019,4.67,4.07,4.1,2.62,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/8/2019,4.77,4.13,4.19,2.62,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/7/2019,4.77,4.13,4.19,2.64,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/6/2019,4.77,4.13,4.19,2.69,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/5/2019,4.77,4.13,4.19,2.72,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/4/2019,4.77,4.13,4.19,2.72,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/3/2019,4.77,4.13,4.19,2.76,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/2/2019,4.77,4.13,4.19,2.76,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/1/2019,4.8,4.2,4.23,2.76,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
2/28/2019,4.8,4.2,4.23,2.73,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/27/2019,4.8,4.2,4.23,2.69,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/26/2019,4.8,4.2,4.23,2.64,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/25/2019,4.8,4.2,4.23,2.67,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/24/2019,4.8,4.2,4.23,2.65,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/23/2019,4.8,4.2,4.23,2.65,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/22/2019,4.77,4.1,4.1,2.65,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/21/2019,4.77,4.1,4.1,2.69,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/20/2019,4.77,4.1,4.1,2.65,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/19/2019,4.77,4.1,4.1,2.65,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/18/2019,4.77,4.1,4.1,2.66,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/17/2019,4.77,4.1,4.1,2.66,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/16/2019,4.77,4.1,4.1,2.66,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/15/2019,4.78,4.15,4.09,2.66,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/14/2019,4.78,4.15,4.09,2.66,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/13/2019,4.78,4.15,4.09,2.71,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/12/2019,4.78,4.15,4.09,2.68,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/11/2019,4.78,4.15,4.09,2.65,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/10/2019,4.78,4.15,4.09,2.63,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/9/2019,4.78,4.15,4.09,2.63,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/8/2019,4.78,4.16,4.12,2.63,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/7/2019,4.78,4.16,4.12,2.65,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/6/2019,4.78,4.16,4.12,2.7,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/5/2019,4.78,4.16,4.12,2.71,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/4/2019,4.78,4.16,4.12,2.73,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/3/2019,4.78,4.16,4.12,2.7,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/2/2019,4.78,4.16,4.12,2.7,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
2/1/2019,4.82,4.23,4.17,2.7,187.67,206.86,201.9,1304,103,1121,85,264.9,139069,428.06,397.66,261.76,597.83,171.84,206.86,201.83,187.67,359,4.94
1/31/2019,4.82,4.23,4.17,2.63,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/30/2019,4.82,4.23,4.17,2.7,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/29/2019,4.82,4.23,4.17,2.72,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/28/2019,4.82,4.23,4.17,2.75,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/27/2019,4.82,4.23,4.17,2.76,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/26/2019,4.82,4.23,4.17,2.76,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/25/2019,4.89,4.27,4.28,2.76,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/24/2019,4.89,4.27,4.28,2.72,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/23/2019,4.89,4.27,4.28,2.76,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/22/2019,4.89,4.27,4.28,2.74,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/21/2019,4.89,4.27,4.28,2.79,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/20/2019,4.89,4.27,4.28,2.79,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/19/2019,4.89,4.27,4.28,2.79,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/18/2019,4.87,4.26,4.28,2.79,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/17/2019,4.87,4.26,4.28,2.75,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/16/2019,4.87,4.26,4.28,2.73,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/15/2019,4.87,4.26,4.28,2.72,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/14/2019,4.87,4.26,4.28,2.71,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/13/2019,4.87,4.26,4.28,2.71,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/12/2019,4.87,4.26,4.28,2.71,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/11/2019,4.87,4.25,4.2,2.71,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/10/2019,4.87,4.25,4.2,2.74,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/9/2019,4.87,4.25,4.2,2.74,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/8/2019,4.87,4.25,4.2,2.73,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/7/2019,4.87,4.25,4.2,2.7,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/6/2019,4.87,4.25,4.2,2.67,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/5/2019,4.87,4.25,4.2,2.67,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/4/2019,4.88,4.25,4.17,2.67,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/3/2019,4.88,4.25,4.17,2.56,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/2/2019,4.88,4.25,4.17,2.66,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
1/1/2019,4.88,4.25,4.17,2.69,186.74,206.54,201.48,1247,119,1226,135,264.3,139069,428.06,397.66,261.76,597.83,171.84,206.54,201.49,186.74,359,4.94
12/31/2018,4.88,4.25,4.17,2.69,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/30/2018,4.88,4.25,4.17,2.72,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/29/2018,4.88,4.25,4.17,2.72,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/28/2018,4.97,4.4,4.29,2.72,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/27/2018,4.97,4.4,4.29,2.77,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/26/2018,4.97,4.4,4.29,2.81,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/25/2018,4.97,4.4,4.29,2.74,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/24/2018,4.97,4.4,4.29,2.74,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/23/2018,4.97,4.4,4.29,2.79,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/22/2018,4.97,4.4,4.29,2.79,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/21/2018,5,4.43,4.36,2.79,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/20/2018,5,4.43,4.36,2.79,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/19/2018,5,4.43,4.36,2.77,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/18/2018,5,4.43,4.36,2.82,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/17/2018,5,4.43,4.36,2.86,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/16/2018,5,4.43,4.36,2.89,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/15/2018,5,4.43,4.36,2.89,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/14/2018,5.06,4.46,4.32,2.89,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/13/2018,5.06,4.46,4.32,2.91,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/12/2018,5.06,4.46,4.32,2.91,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/11/2018,5.06,4.46,4.32,2.89,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/10/2018,5.06,4.46,4.32,2.85,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/9/2018,5.06,4.46,4.32,2.85,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/8/2018,5.06,4.46,4.32,2.85,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/7/2018,5.09,4.52,4.37,2.85,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/6/2018,5.09,4.52,4.37,2.87,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/5/2018,5.09,4.52,4.37,2.91,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/4/2018,5.09,4.52,4.37,2.91,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/3/2018,5.09,4.52,4.37,2.98,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/2/2018,5.09,4.52,4.37,3.01,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
12/1/2018,5.09,4.52,4.37,3.01,186.49,206.14,201.21,1053,78,1095,109,262.7,138778,423.32,395.49,258.56,592.14,171.02,206.15,201.22,186.5,383,5.55
11/30/2018,5.21,4.65,4.41,3.01,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/29/2018,5.21,4.65,4.41,3.03,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/28/2018,5.21,4.65,4.41,3.06,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/27/2018,5.21,4.65,4.41,3.06,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/26/2018,5.21,4.65,4.41,3.07,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/25/2018,5.21,4.65,4.41,3.05,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/24/2018,5.21,4.65,4.41,3.05,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/23/2018,5.26,4.65,4.44,3.05,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/22/2018,5.26,4.65,4.44,3.06,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/21/2018,5.26,4.65,4.44,3.06,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/20/2018,5.26,4.65,4.44,3.06,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/19/2018,5.26,4.65,4.44,3.06,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/18/2018,5.26,4.65,4.44,3.08,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/17/2018,5.26,4.65,4.44,3.08,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/16/2018,5.29,4.66,4.43,3.08,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/15/2018,5.29,4.66,4.43,3.11,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/14/2018,5.29,4.66,4.43,3.12,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/13/2018,5.29,4.66,4.43,3.14,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/12/2018,5.29,4.66,4.43,3.19,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/11/2018,5.29,4.66,4.43,3.19,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/10/2018,5.29,4.66,4.43,3.19,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/9/2018,5.33,4.71,4.57,3.19,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/8/2018,5.33,4.71,4.57,3.24,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/7/2018,5.33,4.71,4.57,3.22,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/6/2018,5.33,4.71,4.57,3.22,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/5/2018,5.33,4.71,4.57,3.2,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/4/2018,5.33,4.71,4.57,3.22,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/3/2018,5.33,4.71,4.57,3.22,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/2/2018,5.3,4.68,4.49,3.22,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
11/1/2018,5.3,4.68,4.49,3.14,186.77,205.65,200.73,1131,130,1181,106,262,138778,423.32,395.49,258.56,592.14,171.02,205.66,200.74,186.78,383,5.55
10/31/2018,5.3,4.68,4.49,3.15,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/30/2018,5.3,4.68,4.49,3.12,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/29/2018,5.3,4.68,4.49,3.08,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/28/2018,5.3,4.68,4.49,3.08,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/27/2018,5.3,4.68,4.49,3.08,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/26/2018,5.25,4.67,4.49,3.08,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/25/2018,5.25,4.67,4.49,3.14,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/24/2018,5.25,4.67,4.49,3.1,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/23/2018,5.25,4.67,4.49,3.17,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/22/2018,5.25,4.67,4.49,3.2,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/21/2018,5.25,4.67,4.49,3.2,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/20/2018,5.25,4.67,4.49,3.2,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/19/2018,5.26,4.64,4.61,3.2,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/18/2018,5.26,4.64,4.61,3.17,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/17/2018,5.26,4.64,4.61,3.19,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/16/2018,5.26,4.64,4.61,3.16,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/15/2018,5.26,4.64,4.61,3.16,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/14/2018,5.26,4.64,4.61,3.15,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
10/13/2018,5.26,4.64,4.61,3.15,187.07,205.08,200.2,1122,91,1221,97,260.4,138778,423.32,395.49,258.56,592.14,171.02,205.09,200.21,187.07,383,5.55
